,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,NumDealsPurchases,Web,Catalog,Store,WebVisits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spending,Time_With_Company,Children,Has_Child,TotalAcceptedCmp,Family_size
1014,44,Undergraduate,Partner,31056.0,1,0,22-01-2013,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,55,107.96666666666667,1,Has Child,0,3
1015,48,Graduate,Partner,79593.0,0,0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,1366,92.13333333333334,0,No Child,1,2
1016,41,Graduate,Single,28071.0,0,0,29-08-2012,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,313,112.83333333333333,0,No Child,0,1
1017,63,Postgraduate,Partner,37334.0,1,1,26-02-2014,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,62,94.63333333333334,2,Has Child,0,4
1018,49,Postgraduate,Single,46423.0,1,1,18-09-2013,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,92,100.0,2,Has Child,0,3
1019,50,Postgraduate,Partner,37126.0,1,0,30-03-2014,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,72,93.56666666666666,1,Has Child,2,3
1020,68,Graduate,Partner,47703.0,0,1,29-05-2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,655,103.73333333333333,1,Has Child,0,3
1021,62,Graduate,Partner,61180.0,0,1,23-04-2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,704,92.76666666666667,1,Has Child,1,3
1022,67,Graduate,Partner,38998.0,1,1,03-11-2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,54,110.63333333333334,2,Has Child,0,4
1023,30,Graduate,Single,8028.0,0,0,18-09-2012,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,178,112.16666666666667,0,No Child,0,1
1024,59,Graduate,Partner,76081.0,0,0,23-05-2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,1033,91.76666666666667,0,No Child,1,2
1025,35,Graduate,Partner,34728.0,1,0,30-07-2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,36,101.66666666666667,1,Has Child,1,3
1026,56,Postgraduate,Single,33168.0,0,1,13-10-2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,122,111.33333333333333,1,Has Child,0,2
1027,55,Postgraduate,Partner,33585.0,0,1,25-09-2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,122,99.76666666666667,1,Has Child,0,3
1028,61,Postgraduate,Partner,77037.0,0,1,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,1123,99.16666666666667,1,Has Child,0,3
1029,37,Graduate,Partner,35196.0,1,0,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,497,110.3,1,Has Child,1,3
1030,55,Graduate,Partner,44529.0,0,1,05-07-2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,691,102.5,1,Has Child,1,3
1031,56,Undergraduate,Partner,70924.0,0,0,07-04-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,1363,93.3,0,No Child,1,2
1032,55,Postgraduate,Partner,28764.0,1,1,05-06-2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,12,91.33333333333333,2,Has Child,1,4
1033,72,Postgraduate,Partner,69098.0,0,0,16-02-2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,2440,107.13333333333334,0,No Child,0,2
1034,51,Undergraduate,Single,25959.0,1,1,14-02-2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,56,107.2,2,Has Child,1,3
1035,38,Postgraduate,Partner,27100.0,1,0,05-04-2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,37,105.53333333333333,1,Has Child,0,3
1036,36,Graduate,Single,70596.0,0,0,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,111.6,0,No Child,0,1
1037,47,Graduate,Partner,42557.0,0,1,29-08-2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,270,112.83333333333333,1,Has Child,0,3
1038,70,Postgraduate,Partner,53312.0,0,0,09-08-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,278,101.33333333333333,0,No Child,0,2
1039,69,Graduate,Single,72228.0,0,0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,1250,109.83333333333333,0,No Child,0,1
1040,34,Graduate,Partner,67605.0,0,0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,938,105.7,0,No Child,0,2
1041,72,Postgraduate,Partner,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,1178,111.73333333333333,2,Has Child,1,4
1042,63,Graduate,Partner,65196.0,0,2,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,1155,101.83333333333333,2,Has Child,1,4
1043,34,Postgraduate,Single,42000.0,0,0,10-01-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,653,108.36666666666666,0,No Child,1,1
1044,48,Postgraduate,Single,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,91.9,2,Has Child,1,3
1045,57,Postgraduate,Partner,65526.0,0,1,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,506,93.16666666666667,1,Has Child,0,3
1046,60,Graduate,Partner,16860.0,1,1,12-09-2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,38,112.36666666666666,2,Has Child,0,4
1047,29,Graduate,Single,83528.0,0,0,01-05-2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,1650,92.5,0,No Child,3,1
1048,56,Undergraduate,Single,64176.0,0,1,03-08-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,1826,113.7,1,Has Child,0,2
1049,65,Graduate,Single,22304.0,0,0,04-08-2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,18,113.66666666666667,0,No Child,0,1
1050,43,Graduate,Partner,67023.0,0,0,04-03-2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,906,94.43333333333334,0,No Child,0,2
1051,50,Postgraduate,Partner,32892.0,1,0,25-05-2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,46,91.7,1,Has Child,0,3
1052,55,Graduate,Partner,70713.0,0,1,03-12-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,1477,109.63333333333334,1,Has Child,0,3
1053,66,Graduate,Partner,59925.0,0,1,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,766,109.73333333333333,1,Has Child,0,3
1054,68,Graduate,Partner,39722.0,0,1,24-02-2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,47,94.7,1,Has Child,0,3
1055,63,Graduate,Partner,46610.0,0,0,18-07-2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,467,102.06666666666666,0,No Child,0,2
1056,60,Graduate,Partner,88347.0,0,0,03-07-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,2116,102.56666666666666,0,No Child,1,2
1057,40,Postgraduate,Partner,87171.0,0,0,01-05-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,1298,104.66666666666667,0,No Child,2,2
1058,45,Undergraduate,Partner,26907.0,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,22,100.96666666666667,2,Has Child,0,4
1059,53,Postgraduate,Single,50014.0,1,0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,396,95.8,1,Has Child,0,2
1060,43,Postgraduate,Partner,41014.0,1,0,22-04-2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,104.96666666666667,1,Has Child,0,3
1061,56,Graduate,Single,66294.0,0,0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,967,94.0,0,No Child,0,1
1062,50,Graduate,Partner,36715.0,1,0,17-11-2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,357,110.16666666666667,1,Has Child,1,3
1063,65,Graduate,Partner,79456.0,0,0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,1401,113.06666666666666,0,No Child,1,2
1064,39,Graduate,Partner,40479.0,1,0,17-08-2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,15,101.06666666666666,1,Has Child,0,3
1065,51,Postgraduate,Single,75345.0,0,0,02-02-2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,2087,107.6,0,No Child,2,1
1066,44,Graduate,Partner,54233.0,0,1,04-02-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,981,107.53333333333333,1,Has Child,0,3
1067,51,Graduate,Single,24163.0,1,1,12-10-2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,17,99.2,2,Has Child,0,3
1068,63,Postgraduate,Partner,84460.0,0,0,04-01-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,523,108.56666666666666,0,No Child,5,2
1069,38,Graduate,Partner,43776.0,1,0,03-05-2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,23,92.43333333333334,1,Has Child,0,3
1070,63,Postgraduate,Single,71691.0,0,0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,1192,94.0,0,No Child,1,1
1071,48,Postgraduate,Partner,85844.0,0,0,29-05-2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,1958,91.56666666666666,0,No Child,1,2
1072,47,Postgraduate,Single,39190.0,1,0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,133,92.66666666666667,1,Has Child,0,2
1073,62,Graduate,Partner,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,777,100.86666666666666,0,No Child,0,2
1074,49,Postgraduate,Single,38578.0,1,1,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,73,102.93333333333334,2,Has Child,0,3
1075,56,Postgraduate,Partner,57236.0,1,1,12-03-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,121,94.16666666666667,2,Has Child,0,4
1076,42,Graduate,Single,61825.0,0,1,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,101.4,1,Has Child,0,2
1077,63,Graduate,Single,79803.0,0,1,02-06-2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,868,91.43333333333334,1,Has Child,0,2
1078,35,Undergraduate,Single,80910.0,0,0,31-10-2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,756,110.73333333333333,0,No Child,0,1
1079,39,Postgraduate,Partner,27590.0,1,0,23-04-2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,12,104.93333333333334,1,Has Child,0,3
1080,42,Graduate,Partner,56775.0,0,1,02-01-2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,937,108.63333333333334,1,Has Child,0,3
1081,46,Graduate,Single,83829.0,0,0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1862,99.33333333333333,0,No Child,4,1
1082,42,Undergraduate,Partner,54210.0,0,1,20-05-2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,367,104.03333333333333,1,Has Child,0,3
1083,35,Graduate,Partner,38508.0,1,0,02-08-2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,443,101.56666666666666,1,Has Child,0,3
1084,51,Graduate,Partner,53187.0,1,0,26-10-2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,267,98.73333333333333,1,Has Child,0,3
1085,49,Graduate,Partner,30023.0,1,0,24-03-2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,61,93.76666666666667,1,Has Child,0,3
1086,61,Postgraduate,Single,76045.0,0,0,15-11-2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,1323,98.06666666666666,0,No Child,1,1
1087,69,Postgraduate,Partner,50870.0,0,1,19-06-2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,63,90.86666666666666,1,Has Child,0,3
1088,51,Undergraduate,Partner,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,64,101.53333333333333,0,No Child,0,2
1089,47,Undergraduate,Partner,65463.0,1,0,30-01-2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,562,95.53333333333333,1,Has Child,1,3
1090,56,Graduate,Partner,66480.0,1,1,31-05-2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,312,91.5,2,Has Child,0,4
1091,67,Graduate,Single,76773.0,0,0,25-02-2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,1156,106.83333333333333,0,No Child,0,1
1092,38,Undergraduate,Single,81698.0,0,0,01-03-2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,1104,106.7,0,No Child,2,1
1093,48,Postgraduate,Single,54466.0,1,1,09-02-2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,16,95.2,2,Has Child,0,3
1094,61,Postgraduate,Single,98777.0,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,94.93333333333334,0,No Child,1,1
1095,37,Postgraduate,Single,16269.0,1,0,30-08-2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,44,100.63333333333334,1,Has Child,0,2
1096,50,Graduate,Partner,71819.0,0,1,28-08-2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,1574,100.7,1,Has Child,2,3
1097,38,Postgraduate,Partner,33569.0,1,0,16-10-2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,63,99.06666666666666,1,Has Child,2,3
1098,38,Postgraduate,Partner,36262.0,0,0,20-09-2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,426,99.93333333333334,0,No Child,2,2
1099,55,Undergraduate,Partner,22634.0,0,0,16-01-2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,96,108.16666666666667,0,No Child,0,2
1100,43,Undergraduate,Partner,47025.0,0,1,12-09-2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,635,100.2,1,Has Child,0,3
1101,53,Graduate,Single,70566.0,0,1,06-10-2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,757,99.4,1,Has Child,0,2
1102,42,Postgraduate,Partner,31605.0,1,0,22-11-2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,125,110.0,1,Has Child,0,3
1103,48,Postgraduate,Single,52034.0,1,1,17-05-2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,332,104.13333333333334,2,Has Child,0,3
1104,42,Graduate,Single,48526.0,1,0,24-12-2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,135,96.76666666666667,1,Has Child,0,2
1105,67,Graduate,Partner,46734.0,0,1,18-11-2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,330,110.13333333333334,1,Has Child,0,3
1106,59,Graduate,Single,39552.0,1,1,18-12-2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,384,109.13333333333334,2,Has Child,1,3
1107,55,Graduate,Single,86358.0,1,1,08-08-2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,1722,113.53333333333333,2,Has Child,0,3
1108,44,Graduate,Partner,46931.0,2,1,24-04-2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,78,92.73333333333333,3,Has Child,0,5
1109,36,Undergraduate,Single,16581.0,0,0,12-01-2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,24,108.3,0,No Child,0,1
1110,69,Undergraduate,Single,63998.0,0,0,20-12-2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1168,96.9,0,No Child,1,1
1111,70,Postgraduate,Partner,67381.0,0,1,15-01-2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,957,108.2,1,Has Child,1,3
1112,54,Graduate,Single,25930.0,1,1,10-10-2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,15,99.26666666666667,2,Has Child,0,3
1113,43,Graduate,Partner,42693.0,1,0,07-06-2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,57,91.26666666666667,1,Has Child,0,3
1114,45,Graduate,Partner,85606.0,0,1,12-11-2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1956,110.33333333333333,1,Has Child,1,3
1115,36,Graduate,Single,72903.0,0,0,29-10-2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,2013,98.63333333333334,0,No Child,4,1
1116,47,Undergraduate,Partner,49669.0,1,0,24-05-2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,326,91.73333333333333,1,Has Child,0,3
1117,53,Postgraduate,Partner,36778.0,1,1,05-08-2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,77,113.63333333333334,2,Has Child,0,4
1118,59,Postgraduate,Single,85696.0,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,104.6,0,No Child,1,1
1119,32,Postgraduate,Single,10979.0,0,0,22-05-2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,91.8,0,No Child,0,1
1120,60,Graduate,Partner,49678.0,0,1,02-02-2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,315,107.6,1,Has Child,0,3
1121,68,Postgraduate,Partner,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,103.0,1,Has Child,0,3
1122,32,Graduate,Partner,37155.0,1,0,31-01-2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,74,107.66666666666667,1,Has Child,0,3
1123,43,Undergraduate,Single,21282.0,1,0,11-05-2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,92.16666666666667,1,Has Child,0,2
1124,59,Postgraduate,Single,33419.0,0,1,17-08-2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,86,101.06666666666666,1,Has Child,0,2
1125,76,Graduate,Single,63285.0,0,0,05-11-2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1103,98.4,0,No Child,0,1
1126,47,Postgraduate,Partner,21255.0,1,0,21-01-2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,61,95.83333333333333,1,Has Child,0,3
1127,40,Graduate,Partner,42162.0,1,0,19-11-2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,145,97.93333333333334,1,Has Child,2,3
1128,65,Graduate,Partner,54450.0,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,112.3,2,Has Child,0,4
1129,67,Postgraduate,Partner,57744.0,0,1,12-11-2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,411,98.16666666666667,1,Has Child,0,3
1130,35,Graduate,Single,26576.0,1,0,13-10-2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,27,111.33333333333333,1,Has Child,2,2
1131,78,Postgraduate,Single,57513.0,0,0,06-07-2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,102.46666666666667,0,No Child,0,1
1132,57,Graduate,Partner,68142.0,0,1,29-08-2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,112.83333333333333,1,Has Child,0,3
1133,42,Graduate,Partner,7500.0,0,1,29-08-2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,18,112.83333333333333,1,Has Child,0,3
1134,47,Graduate,Partner,83145.0,0,0,22-09-2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,1833,112.03333333333333,0,No Child,2,2
1135,61,Postgraduate,Partner,54197.0,0,1,03-04-2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,237,93.43333333333334,1,Has Child,0,3
1136,58,Postgraduate,Single,23091.0,1,1,28-05-2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48,91.6,2,Has Child,0,3
1137,45,Graduate,Partner,46049.0,1,1,21-07-2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,515,101.96666666666667,2,Has Child,1,4
1138,47,Graduate,Partner,56715.0,0,0,05-12-2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,1020,109.56666666666666,0,No Child,0,2
1139,60,Graduate,Partner,79410.0,0,0,29-05-2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1370,91.56666666666666,0,No Child,0,2
1140,70,Graduate,Partner,57304.0,0,1,11-03-2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,106.36666666666666,1,Has Child,0,3
1141,56,Graduate,Partner,44375.0,0,1,23-03-2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,301,93.8,1,Has Child,0,3
1142,65,Graduate,Partner,54450.0,1,1,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,112.3,2,Has Child,0,4
1143,56,Graduate,Partner,59594.0,0,1,20-10-2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,499,111.1,1,Has Child,1,3
1144,27,Graduate,Partner,80685.0,0,0,22-08-2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,1004,113.06666666666666,0,No Child,0,2
1145,47,Postgraduate,Partner,40344.0,0,1,13-10-2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,218,99.16666666666667,1,Has Child,0,3
1146,49,Graduate,Partner,62710.0,0,1,23-05-2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,606,103.93333333333334,1,Has Child,0,3
1147,53,Undergraduate,Partner,48985.0,0,1,05-07-2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,75,102.5,1,Has Child,0,3
1148,53,Graduate,Partner,35322.0,1,2,22-08-2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,106,113.06666666666666,3,Has Child,0,5
1149,73,Graduate,Partner,77142.0,0,0,29-05-2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,990,103.73333333333333,0,No Child,0,2
1150,52,Graduate,Single,81657.0,0,0,22-01-2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1097,95.8,0,No Child,0,1
1151,25,Undergraduate,Partner,14421.0,0,0,17-02-2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,16,94.93333333333334,0,No Child,1,2
1152,47,Undergraduate,Partner,20130.0,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,94.0,0,No Child,0,2
1153,31,Postgraduate,Partner,74214.0,0,0,26-08-2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,112.93333333333334,0,No Child,0,2
1154,64,Postgraduate,Partner,66726.0,1,1,12-01-2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,438,96.13333333333334,2,Has Child,1,4
1155,42,Undergraduate,Partner,23724.0,1,0,08-01-2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,75,108.43333333333334,1,Has Child,0,3
1156,61,Postgraduate,Partner,47353.0,0,1,13-11-2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,225,98.13333333333334,1,Has Child,0,3
1157,69,Postgraduate,Partner,33444.0,1,1,03-11-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,18,110.63333333333334,2,Has Child,0,4
1158,40,Graduate,Partner,54386.0,0,1,17-05-2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,470,104.13333333333334,1,Has Child,0,3
1159,40,Graduate,Single,28510.0,1,1,13-04-2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,91,105.26666666666667,2,Has Child,0,3
1160,30,Postgraduate,Single,90638.0,0,0,13-02-2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2525,95.06666666666666,0,No Child,1,1
1161,71,Graduate,Partner,48070.0,0,1,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,504,108.26666666666667,1,Has Child,0,3
1162,64,Graduate,Partner,43140.0,0,1,05-01-2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,235,108.53333333333333,1,Has Child,0,3
1163,60,Postgraduate,Single,54959.0,0,1,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1232,108.06666666666666,1,Has Child,2,2
1164,63,Undergraduate,Single,15056.0,1,1,03-05-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,88,104.6,2,Has Child,0,3
1165,50,Graduate,Single,26954.0,1,0,08-05-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,92.26666666666667,1,Has Child,0,2
1166,36,Graduate,Single,22327.0,1,0,02-08-2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,24,101.56666666666666,1,Has Child,0,2
1167,56,Graduate,Partner,44393.0,1,1,22-08-2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,100.9,2,Has Child,0,4
1168,69,Postgraduate,Single,62000.0,0,1,25-08-2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1020,100.8,1,Has Child,1,2
1169,59,Postgraduate,Partner,31497.0,0,1,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,155,109.53333333333333,1,Has Child,0,3
